Order_ID,Date,Product,Category,Quantity,Unit_Cost,Unit_Price,Revenue,Cost,Profit,Profit_Margin,Customer_Type,Payment_Method
ORD1774,2026-02-06,Drawing Book,School,7,30,50,350,210,140,40.0,Individual,Cash
ORD0093,2026-02-06,Scissors,Office,4,25,45,180,100,80,44.44444444444444,Student,UPI
ORD1832,2026-02-06,File,Office,10,18,35,350,180,170,48.57142857142857,Student,UPI
ORD0771,2026-02-07,Drawing Book,School,4,30,50,200,120,80,40.0,Student,Cash
ORD0448,2026-02-07,Eraser,School,7,3,7,49,21,28,57.14285714285714,Individual,UPI
ORD0699,2026-02-07,Notebook,Paper,1,35,60,60,35,25,41.66666666666667,Business,Card
ORD1463,2026-02-07,Gel Pen,Writing,1,10,20,20,10,10,50.0,Student,Card
ORD0940,2026-02-07,Calculator,Office,6,180,300,1800,1080,720,40.0,Business,Card
ORD0204,2026-02-07,Glue,School,4,15,25,100,60,40,40.0,Individual,Cash
ORD1877,2026-02-07,Gel Pen,Writing,8,10,20,160,80,80,50.0,Business,Cash
ORD0434,2026-02-07,Gel Pen,Writing,5,10,20,100,50,50,50.0,Individual,Cash
ORD0882,2026-02-08,Drawing Book,School,9,30,50,450,270,180,40.0,Student,UPI
ORD0269,2026-02-08,Marker,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Cash
ORD1034,2026-02-08,Drawing Book,School,8,30,50,400,240,160,40.0,Business,Card
ORD0260,2026-02-08,A4 Sheets,Paper,4,180,250,1000,720,280,28.000000000000004,Business,Cash
ORD1444,2026-02-08,Glue,School,1,15,25,25,15,10,40.0,Student,Card
ORD0094,2026-02-08,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Business,UPI
ORD0070,2026-02-08,A4 Sheets,Paper,10,180,250,2500,1800,700,28.000000000000004,Student,Cash
ORD1528,2026-02-08,Gel Pen,Writing,7,10,20,140,70,70,50.0,Business,Card
ORD1595,2026-02-08,Scissors,Office,1,25,45,45,25,20,44.44444444444444,Student,Card
ORD0819,2026-02-09,Highlighter,Writing,6,20,35,210,120,90,42.857142857142854,Business,UPI
ORD1512,2026-02-09,File,Office,2,18,35,70,36,34,48.57142857142857,Student,Card
ORD0960,2026-02-09,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Individual,Card
ORD1136,2026-02-09,Glue,School,3,15,25,75,45,30,40.0,Business,UPI
ORD1027,2026-02-09,Pencil,Writing,2,4,8,16,8,8,50.0,Individual,Card
ORD0243,2026-02-09,Notebook,Paper,2,35,60,120,70,50,41.66666666666667,Individual,UPI
ORD0203,2026-02-09,File,Office,8,18,35,280,144,136,48.57142857142857,Individual,Card
ORD1311,2026-02-09,Scissors,Office,1,25,45,45,25,20,44.44444444444444,Student,Card
ORD0279,2026-02-09,Ball Pen,Writing,6,5,10,60,30,30,50.0,Student,UPI
ORD0012,2026-02-09,Calculator,Office,6,180,300,1800,1080,720,40.0,Student,Card
ORD0562,2026-02-10,Ball Pen,Writing,2,5,10,20,10,10,50.0,Student,UPI
ORD0004,2026-02-10,Gel Pen,Writing,1,10,20,20,10,10,50.0,Individual,Cash
ORD0056,2026-02-10,Marker,Writing,7,20,35,245,140,105,42.857142857142854,Student,Card
ORD0217,2026-02-10,Glue,School,7,15,25,175,105,70,40.0,Student,UPI
ORD0216,2026-02-10,File,Office,10,18,35,350,180,170,48.57142857142857,Student,Cash
ORD1327,2026-02-10,Notebook,Paper,9,35,60,540,315,225,41.66666666666667,Student,Card
ORD0518,2026-02-10,Pencil,Writing,2,4,8,16,8,8,50.0,Individual,UPI
ORD0818,2026-02-10,Ball Pen,Writing,5,5,10,50,25,25,50.0,Individual,Cash
ORD0607,2026-02-10,Marker,Writing,6,20,35,210,120,90,42.857142857142854,Student,Cash
ORD0324,2026-02-10,Gel Pen,Writing,10,10,20,200,100,100,50.0,Individual,Card
ORD1007,2026-02-10,Pencil,Writing,1,4,8,8,4,4,50.0,Individual,UPI
ORD0556,2026-02-10,Scissors,Office,5,25,45,225,125,100,44.44444444444444,Student,Card
ORD1440,2026-02-10,Glue,School,8,15,25,200,120,80,40.0,Student,UPI
ORD1148,2026-02-11,Pencil,Writing,10,4,8,80,40,40,50.0,Business,Cash
ORD1266,2026-02-11,Glue,School,2,15,25,50,30,20,40.0,Individual,Card
ORD1092,2026-02-11,Notebook,Paper,1,35,60,60,35,25,41.66666666666667,Student,Card
ORD1241,2026-02-11,A4 Sheets,Paper,2,180,250,500,360,140,28.000000000000004,Student,Cash
ORD1099,2026-02-11,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Individual,Card
ORD1441,2026-02-11,Marker,Writing,10,20,35,350,200,150,42.857142857142854,Student,UPI
ORD0175,2026-02-11,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Student,Cash
ORD1170,2026-02-11,File,Office,3,18,35,105,54,51,48.57142857142857,Student,UPI
ORD0777,2026-02-11,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Business,UPI
ORD0429,2026-02-11,Gel Pen,Writing,2,10,20,40,20,20,50.0,Individual,Cash
ORD1932,2026-02-11,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Business,Card
ORD0453,2026-02-11,Gel Pen,Writing,10,10,20,200,100,100,50.0,Individual,Card
ORD0470,2026-02-12,Eraser,School,5,3,7,35,15,20,57.14285714285714,Individual,Card
ORD1020,2026-02-12,File,Office,7,18,35,245,126,119,48.57142857142857,Business,Cash
ORD1653,2026-02-12,Gel Pen,Writing,9,10,20,180,90,90,50.0,Student,Cash
ORD1578,2026-02-12,Glue,School,5,15,25,125,75,50,40.0,Student,Card
ORD0563,2026-02-12,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Business,UPI
ORD0907,2026-02-12,Notebook,Paper,5,35,60,300,175,125,41.66666666666667,Student,Card
ORD1944,2026-02-13,Stapler,Office,5,45,75,375,225,150,40.0,Student,Card
ORD0464,2026-02-13,Eraser,School,3,3,7,21,9,12,57.14285714285714,Individual,UPI
ORD0007,2026-02-13,Calculator,Office,1,180,300,300,180,120,40.0,Business,Cash
ORD0973,2026-02-14,File,Office,8,18,35,280,144,136,48.57142857142857,Individual,Card
ORD1598,2026-02-14,Color Pencils,School,6,45,80,480,270,210,43.75,Business,Card
ORD1713,2026-02-14,Notebook,Paper,10,35,60,600,350,250,41.66666666666667,Business,Cash
ORD0141,2026-02-14,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Business,Card
ORD0349,2026-02-14,Calculator,Office,9,180,300,2700,1620,1080,40.0,Individual,UPI
ORD1085,2026-02-14,Ball Pen,Writing,5,5,10,50,25,25,50.0,Individual,Cash
ORD0415,2026-02-14,Ball Pen,Writing,3,5,10,30,15,15,50.0,Student,Cash
ORD1976,2026-02-15,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Card
ORD0800,2026-02-15,Glue,School,7,15,25,175,105,70,40.0,Individual,UPI
ORD1773,2026-02-15,Drawing Book,School,8,30,50,400,240,160,40.0,Business,UPI
ORD0998,2026-02-15,Pencil,Writing,4,4,8,32,16,16,50.0,Individual,UPI
ORD1770,2026-02-15,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Student,UPI
ORD0706,2026-02-15,Marker,Writing,6,20,35,210,120,90,42.857142857142854,Individual,Cash
ORD0475,2026-02-15,Drawing Book,School,3,30,50,150,90,60,40.0,Individual,Cash
ORD1696,2026-02-15,Drawing Book,School,7,30,50,350,210,140,40.0,Business,UPI
ORD0239,2026-02-15,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Business,Cash
ORD1450,2026-02-15,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Business,Card
ORD0487,2026-02-15,Calculator,Office,3,180,300,900,540,360,40.0,Individual,Card
ORD1357,2026-02-15,Stapler,Office,9,45,75,675,405,270,40.0,Individual,Cash
ORD1850,2026-02-15,Highlighter,Writing,4,20,35,140,80,60,42.857142857142854,Individual,UPI
ORD1248,2026-02-15,Drawing Book,School,3,30,50,150,90,60,40.0,Individual,UPI
ORD1670,2026-02-15,Eraser,School,3,3,7,21,9,12,57.14285714285714,Individual,Card
ORD1460,2026-02-16,Gel Pen,Writing,2,10,20,40,20,20,50.0,Student,UPI
ORD0441,2026-02-16,Drawing Book,School,1,30,50,50,30,20,40.0,Student,Cash
ORD0227,2026-02-16,Eraser,School,10,3,7,70,30,40,57.14285714285714,Business,Cash
ORD0512,2026-02-16,Color Pencils,School,10,45,80,800,450,350,43.75,Student,UPI
ORD0332,2026-02-16,A4 Sheets,Paper,2,180,250,500,360,140,28.000000000000004,Business,Card
ORD1247,2026-02-16,Color Pencils,School,5,45,80,400,225,175,43.75,Individual,Cash
ORD1192,2026-02-16,Highlighter,Writing,7,20,35,245,140,105,42.857142857142854,Student,Cash
ORD1263,2026-02-16,A4 Sheets,Paper,6,180,250,1500,1080,420,28.000000000000004,Individual,Card
ORD0549,2026-02-16,File,Office,7,18,35,245,126,119,48.57142857142857,Individual,Cash
ORD1760,2026-02-16,Scissors,Office,7,25,45,315,175,140,44.44444444444444,Individual,Card
ORD0079,2026-02-16,File,Office,4,18,35,140,72,68,48.57142857142857,Business,Card
ORD0173,2026-02-17,Gel Pen,Writing,7,10,20,140,70,70,50.0,Individual,UPI
ORD1499,2026-02-17,Notebook,Paper,5,35,60,300,175,125,41.66666666666667,Student,Card
ORD1868,2026-02-17,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Student,UPI
ORD1396,2026-02-17,Notebook,Paper,1,35,60,60,35,25,41.66666666666667,Student,Cash
ORD0522,2026-02-17,Color Pencils,School,6,45,80,480,270,210,43.75,Business,UPI
ORD1864,2026-02-17,Pencil,Writing,5,4,8,40,20,20,50.0,Business,Cash
ORD0596,2026-02-18,Pencil,Writing,10,4,8,80,40,40,50.0,Business,Card
ORD0247,2026-02-18,Highlighter,Writing,7,20,35,245,140,105,42.857142857142854,Individual,Card
ORD1225,2026-02-18,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Individual,UPI
ORD0944,2026-02-18,Marker,Writing,8,20,35,280,160,120,42.857142857142854,Individual,Cash
ORD1829,2026-02-18,Pencil,Writing,7,4,8,56,28,28,50.0,Business,Cash
ORD0273,2026-02-19,Eraser,School,6,3,7,42,18,24,57.14285714285714,Business,UPI
ORD1497,2026-02-19,Scissors,Office,2,25,45,90,50,40,44.44444444444444,Individual,Card
ORD1527,2026-02-19,Glue,School,6,15,25,150,90,60,40.0,Business,UPI
ORD0449,2026-02-20,Marker,Writing,2,20,35,70,40,30,42.857142857142854,Student,Card
ORD1762,2026-02-20,File,Office,6,18,35,210,108,102,48.57142857142857,Individual,UPI
ORD0008,2026-02-20,Glue,School,2,15,25,50,30,20,40.0,Business,Cash
ORD1965,2026-02-20,Stapler,Office,1,45,75,75,45,30,40.0,Student,Cash
ORD1237,2026-02-20,A4 Sheets,Paper,6,180,250,1500,1080,420,28.000000000000004,Individual,Cash
ORD0750,2026-02-20,Color Pencils,School,1,45,80,80,45,35,43.75,Individual,UPI
ORD0821,2026-02-20,Glue,School,3,15,25,75,45,30,40.0,Student,Card
ORD1482,2026-02-20,Highlighter,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Card
ORD0554,2026-02-20,Drawing Book,School,3,30,50,150,90,60,40.0,Business,Card
ORD1338,2026-02-20,Notebook,Paper,3,35,60,180,105,75,41.66666666666667,Student,Cash
ORD0337,2026-02-20,Pencil,Writing,5,4,8,40,20,20,50.0,Business,Card
ORD0072,2026-02-21,Ball Pen,Writing,2,5,10,20,10,10,50.0,Individual,UPI
ORD1904,2026-02-21,A4 Sheets,Paper,4,180,250,1000,720,280,28.000000000000004,Business,Cash
ORD1697,2026-02-21,File,Office,5,18,35,175,90,85,48.57142857142857,Business,Cash
ORD1103,2026-02-21,A4 Sheets,Paper,8,180,250,2000,1440,560,28.000000000000004,Student,Cash
ORD0022,2026-02-21,Ball Pen,Writing,2,5,10,20,10,10,50.0,Individual,UPI
ORD1433,2026-02-21,Marker,Writing,9,20,35,315,180,135,42.857142857142854,Individual,Cash
ORD1121,2026-02-22,Stapler,Office,7,45,75,525,315,210,40.0,Student,UPI
ORD0515,2026-02-22,Stapler,Office,6,45,75,450,270,180,40.0,Student,Cash
ORD0875,2026-02-22,Scissors,Office,5,25,45,225,125,100,44.44444444444444,Business,UPI
ORD0366,2026-02-22,Gel Pen,Writing,6,10,20,120,60,60,50.0,Individual,Card
ORD1893,2026-02-22,A4 Sheets,Paper,9,180,250,2250,1620,630,28.000000000000004,Student,Cash
ORD1613,2026-02-22,Glue,School,6,15,25,150,90,60,40.0,Student,Card
ORD0350,2026-02-22,Color Pencils,School,6,45,80,480,270,210,43.75,Individual,UPI
ORD1803,2026-02-22,Color Pencils,School,10,45,80,800,450,350,43.75,Individual,Card
ORD0404,2026-02-22,A4 Sheets,Paper,1,180,250,250,180,70,28.000000000000004,Business,Cash
ORD1807,2026-02-23,Calculator,Office,10,180,300,3000,1800,1200,40.0,Business,Cash
ORD1354,2026-02-23,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Individual,Cash
ORD0077,2026-02-23,Calculator,Office,1,180,300,300,180,120,40.0,Individual,Cash
ORD0626,2026-02-23,Glue,School,10,15,25,250,150,100,40.0,Business,Cash
ORD1826,2026-02-23,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Student,Card
ORD1063,2026-02-23,Gel Pen,Writing,2,10,20,40,20,20,50.0,Business,UPI
ORD1093,2026-02-24,Ball Pen,Writing,1,5,10,10,5,5,50.0,Student,UPI
ORD0792,2026-02-24,Highlighter,Writing,9,20,35,315,180,135,42.857142857142854,Student,Card
ORD1922,2026-02-24,Ball Pen,Writing,9,5,10,90,45,45,50.0,Student,Card
ORD1285,2026-02-24,Ball Pen,Writing,8,5,10,80,40,40,50.0,Individual,UPI
ORD0408,2026-02-24,Scissors,Office,9,25,45,405,225,180,44.44444444444444,Individual,Cash
ORD0294,2026-02-24,File,Office,10,18,35,350,180,170,48.57142857142857,Individual,Card
ORD0629,2026-02-24,Eraser,School,1,3,7,7,3,4,57.14285714285714,Individual,UPI
ORD1037,2026-02-25,Pencil,Writing,7,4,8,56,28,28,50.0,Individual,Card
ORD0866,2026-02-25,Ball Pen,Writing,9,5,10,90,45,45,50.0,Student,UPI
ORD0230,2026-02-25,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Student,Cash
ORD1648,2026-02-25,Color Pencils,School,5,45,80,400,225,175,43.75,Individual,UPI
ORD0181,2026-02-25,Eraser,School,5,3,7,35,15,20,57.14285714285714,Business,Card
ORD1749,2026-02-25,Drawing Book,School,10,30,50,500,300,200,40.0,Individual,Cash
ORD0118,2026-02-26,Marker,Writing,3,20,35,105,60,45,42.857142857142854,Business,Card
ORD0992,2026-02-26,Stapler,Office,10,45,75,750,450,300,40.0,Student,Card
ORD0756,2026-02-26,Pencil,Writing,8,4,8,64,32,32,50.0,Individual,Card
ORD0548,2026-02-26,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Individual,Card
ORD1824,2026-02-26,File,Office,7,18,35,245,126,119,48.57142857142857,Business,Cash
ORD1058,2026-02-26,Notebook,Paper,10,35,60,600,350,250,41.66666666666667,Student,Cash
ORD0593,2026-02-26,Stapler,Office,3,45,75,225,135,90,40.0,Business,Card
ORD1073,2026-02-26,Gel Pen,Writing,1,10,20,20,10,10,50.0,Individual,Cash
ORD1116,2026-02-26,Ball Pen,Writing,3,5,10,30,15,15,50.0,Student,Card
ORD0214,2026-02-26,File,Office,5,18,35,175,90,85,48.57142857142857,Individual,Cash
ORD0405,2026-02-26,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Student,Cash
ORD1658,2026-02-27,Notebook,Paper,5,35,60,300,175,125,41.66666666666667,Business,Card
ORD1264,2026-02-27,File,Office,6,18,35,210,108,102,48.57142857142857,Individual,Cash
ORD1914,2026-02-27,Drawing Book,School,3,30,50,150,90,60,40.0,Student,UPI
ORD0848,2026-02-27,Stapler,Office,5,45,75,375,225,150,40.0,Business,Card
ORD0433,2026-02-27,A4 Sheets,Paper,5,180,250,1250,900,350,28.000000000000004,Business,Cash
ORD1374,2026-02-27,Drawing Book,School,5,30,50,250,150,100,40.0,Individual,UPI
ORD0602,2026-02-28,File,Office,8,18,35,280,144,136,48.57142857142857,Business,Card
ORD1151,2026-02-28,Stapler,Office,3,45,75,225,135,90,40.0,Individual,Cash
ORD0546,2026-02-28,Calculator,Office,9,180,300,2700,1620,1080,40.0,Student,Card
ORD1187,2026-02-28,Gel Pen,Writing,3,10,20,60,30,30,50.0,Student,UPI
ORD1069,2026-02-28,Ball Pen,Writing,5,5,10,50,25,25,50.0,Business,Cash
ORD1371,2026-02-28,Drawing Book,School,1,30,50,50,30,20,40.0,Individual,Cash
ORD1082,2026-03-01,Highlighter,Writing,1,20,35,35,20,15,42.857142857142854,Individual,UPI
ORD0401,2026-03-01,Marker,Writing,9,20,35,315,180,135,42.857142857142854,Business,Card
ORD1182,2026-03-01,Stapler,Office,4,45,75,300,180,120,40.0,Student,UPI
ORD1084,2026-03-01,Color Pencils,School,10,45,80,800,450,350,43.75,Business,UPI
ORD1981,2026-03-01,Drawing Book,School,9,30,50,450,270,180,40.0,Student,Cash
ORD0843,2026-03-01,Ball Pen,Writing,2,5,10,20,10,10,50.0,Business,Card
ORD1734,2026-03-02,A4 Sheets,Paper,4,180,250,1000,720,280,28.000000000000004,Individual,Cash
ORD1373,2026-03-02,Eraser,School,1,3,7,7,3,4,57.14285714285714,Student,Cash
ORD1897,2026-03-02,Ball Pen,Writing,8,5,10,80,40,40,50.0,Student,Card
ORD1189,2026-03-02,Highlighter,Writing,2,20,35,70,40,30,42.857142857142854,Business,UPI
ORD1200,2026-03-02,Gel Pen,Writing,9,10,20,180,90,90,50.0,Business,Cash
ORD0676,2026-03-02,Stapler,Office,1,45,75,75,45,30,40.0,Student,UPI
ORD1209,2026-03-02,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Student,Cash
ORD0724,2026-03-03,Color Pencils,School,9,45,80,720,405,315,43.75,Student,UPI
ORD0372,2026-03-03,Stapler,Office,2,45,75,150,90,60,40.0,Student,UPI
ORD1399,2026-03-03,A4 Sheets,Paper,3,180,250,750,540,210,28.000000000000004,Individual,Card
ORD1336,2026-03-03,A4 Sheets,Paper,6,180,250,1500,1080,420,28.000000000000004,Student,Cash
ORD0825,2026-03-03,Marker,Writing,3,20,35,105,60,45,42.857142857142854,Business,UPI
ORD0826,2026-03-03,Glue,School,6,15,25,150,90,60,40.0,Business,Card
ORD1043,2026-03-03,File,Office,10,18,35,350,180,170,48.57142857142857,Individual,UPI
ORD1124,2026-03-03,Drawing Book,School,10,30,50,500,300,200,40.0,Student,Cash
ORD1057,2026-03-03,Glue,School,1,15,25,25,15,10,40.0,Individual,Card
ORD1677,2026-03-04,Gel Pen,Writing,6,10,20,120,60,60,50.0,Business,UPI
ORD1678,2026-03-04,Highlighter,Writing,4,20,35,140,80,60,42.857142857142854,Business,Cash
ORD1261,2026-03-04,A4 Sheets,Paper,1,180,250,250,180,70,28.000000000000004,Individual,UPI
ORD1687,2026-03-04,Gel Pen,Writing,4,10,20,80,40,40,50.0,Student,UPI
ORD1743,2026-03-04,Calculator,Office,6,180,300,1800,1080,720,40.0,Student,UPI
ORD1087,2026-03-04,A4 Sheets,Paper,10,180,250,2500,1800,700,28.000000000000004,Individual,UPI
ORD0384,2026-03-04,Highlighter,Writing,4,20,35,140,80,60,42.857142857142854,Student,Cash
ORD0516,2026-03-04,Drawing Book,School,2,30,50,100,60,40,40.0,Individual,UPI
ORD0813,2026-03-05,Stapler,Office,7,45,75,525,315,210,40.0,Student,Card
ORD1757,2026-03-05,Color Pencils,School,9,45,80,720,405,315,43.75,Individual,Card
ORD0006,2026-03-05,Highlighter,Writing,6,20,35,210,120,90,42.857142857142854,Student,UPI
ORD0632,2026-03-05,File,Office,7,18,35,245,126,119,48.57142857142857,Student,Cash
ORD0249,2026-03-05,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Business,Cash
ORD1244,2026-03-06,Highlighter,Writing,9,20,35,315,180,135,42.857142857142854,Individual,Cash
ORD1638,2026-03-06,File,Office,8,18,35,280,144,136,48.57142857142857,Student,UPI
ORD0643,2026-03-06,Highlighter,Writing,10,20,35,350,200,150,42.857142857142854,Student,Card
ORD1667,2026-03-06,Pencil,Writing,3,4,8,24,12,12,50.0,Business,Cash
ORD0597,2026-03-06,Glue,School,7,15,25,175,105,70,40.0,Business,Card
ORD0892,2026-03-06,Gel Pen,Writing,5,10,20,100,50,50,50.0,Student,UPI
ORD1330,2026-03-06,Stapler,Office,8,45,75,600,360,240,40.0,Student,Card
ORD1379,2026-03-06,Color Pencils,School,5,45,80,400,225,175,43.75,Business,UPI
ORD1588,2026-03-06,Color Pencils,School,2,45,80,160,90,70,43.75,Student,Cash
ORD1587,2026-03-06,Marker,Writing,1,20,35,35,20,15,42.857142857142854,Business,UPI
ORD1584,2026-03-06,A4 Sheets,Paper,3,180,250,750,540,210,28.000000000000004,Individual,UPI
ORD0605,2026-03-06,Gel Pen,Writing,8,10,20,160,80,80,50.0,Individual,UPI
ORD0379,2026-03-07,Ball Pen,Writing,3,5,10,30,15,15,50.0,Student,Card
ORD0846,2026-03-07,Glue,School,4,15,25,100,60,40,40.0,Individual,UPI
ORD0862,2026-03-07,Gel Pen,Writing,10,10,20,200,100,100,50.0,Student,Cash
ORD0868,2026-03-07,Glue,School,9,15,25,225,135,90,40.0,Student,Cash
ORD0877,2026-03-07,Stapler,Office,7,45,75,525,315,210,40.0,Business,Cash
ORD0268,2026-03-07,Marker,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Card
ORD0128,2026-03-08,Color Pencils,School,4,45,80,320,180,140,43.75,Individual,Cash
ORD0711,2026-03-08,Ball Pen,Writing,8,5,10,80,40,40,50.0,Business,Card
ORD0891,2026-03-08,Pencil,Writing,1,4,8,8,4,4,50.0,Business,Card
ORD0338,2026-03-08,Marker,Writing,5,20,35,175,100,75,42.857142857142854,Business,UPI
ORD0392,2026-03-08,Drawing Book,School,2,30,50,100,60,40,40.0,Business,Card
ORD0677,2026-03-09,Eraser,School,4,3,7,28,12,16,57.14285714285714,Individual,UPI
ORD0087,2026-03-09,Calculator,Office,8,180,300,2400,1440,960,40.0,Student,UPI
ORD0979,2026-03-09,Scissors,Office,7,25,45,315,175,140,44.44444444444444,Business,Cash
ORD1222,2026-03-10,Gel Pen,Writing,9,10,20,180,90,90,50.0,Individual,Cash
ORD0312,2026-03-10,Glue,School,7,15,25,175,105,70,40.0,Student,Cash
ORD0158,2026-03-10,Drawing Book,School,4,30,50,200,120,80,40.0,Business,UPI
ORD0670,2026-03-10,Marker,Writing,10,20,35,350,200,150,42.857142857142854,Student,Cash
ORD1902,2026-03-10,File,Office,8,18,35,280,144,136,48.57142857142857,Individual,Cash
ORD0406,2026-03-10,Color Pencils,School,5,45,80,400,225,175,43.75,Business,Card
ORD0783,2026-03-10,File,Office,8,18,35,280,144,136,48.57142857142857,Business,Cash
ORD0763,2026-03-10,Stapler,Office,2,45,75,150,90,60,40.0,Student,Cash
ORD1268,2026-03-10,A4 Sheets,Paper,1,180,250,250,180,70,28.000000000000004,Business,Card
ORD0052,2026-03-11,Calculator,Office,1,180,300,300,180,120,40.0,Business,Card
ORD0672,2026-03-11,Marker,Writing,5,20,35,175,100,75,42.857142857142854,Individual,Cash
ORD1684,2026-03-11,Stapler,Office,1,45,75,75,45,30,40.0,Student,Cash
ORD0743,2026-03-11,Glue,School,10,15,25,250,150,100,40.0,Student,UPI
ORD1676,2026-03-11,Calculator,Office,9,180,300,2700,1620,1080,40.0,Individual,Cash
ORD0399,2026-03-11,Calculator,Office,4,180,300,1200,720,480,40.0,Student,Cash
ORD0105,2026-03-11,File,Office,2,18,35,70,36,34,48.57142857142857,Student,Card
ORD0355,2026-03-12,Color Pencils,School,8,45,80,640,360,280,43.75,Individual,UPI
ORD0903,2026-03-12,Stapler,Office,9,45,75,675,405,270,40.0,Individual,Cash
ORD1015,2026-03-12,Drawing Book,School,8,30,50,400,240,160,40.0,Business,UPI
ORD1163,2026-03-12,Eraser,School,5,3,7,35,15,20,57.14285714285714,Student,Cash
ORD0457,2026-03-12,Pencil,Writing,6,4,8,48,24,24,50.0,Business,UPI
ORD0064,2026-03-12,Glue,School,3,15,25,75,45,30,40.0,Individual,Card
ORD0164,2026-03-12,Pencil,Writing,10,4,8,80,40,40,50.0,Student,Cash
ORD0575,2026-03-12,Stapler,Office,10,45,75,750,450,300,40.0,Individual,Cash
ORD0019,2026-03-12,Stapler,Office,3,45,75,225,135,90,40.0,Individual,UPI
ORD1006,2026-03-12,Marker,Writing,4,20,35,140,80,60,42.857142857142854,Business,Cash
ORD0806,2026-03-12,A4 Sheets,Paper,2,180,250,500,360,140,28.000000000000004,Student,Cash
ORD0697,2026-03-12,Pencil,Writing,10,4,8,80,40,40,50.0,Student,Cash
ORD1580,2026-03-13,A4 Sheets,Paper,9,180,250,2250,1620,630,28.000000000000004,Student,Cash
ORD0133,2026-03-13,Drawing Book,School,4,30,50,200,120,80,40.0,Student,Card
ORD0573,2026-03-13,Ball Pen,Writing,6,5,10,60,30,30,50.0,Business,Card
ORD0628,2026-03-13,Eraser,School,5,3,7,35,15,20,57.14285714285714,Business,UPI
ORD0334,2026-03-13,Calculator,Office,10,180,300,3000,1800,1200,40.0,Student,UPI
ORD1836,2026-03-13,Highlighter,Writing,4,20,35,140,80,60,42.857142857142854,Student,UPI
ORD1535,2026-03-13,Gel Pen,Writing,5,10,20,100,50,50,50.0,Student,Cash
ORD0840,2026-03-13,Calculator,Office,5,180,300,1500,900,600,40.0,Student,Card
ORD1735,2026-03-13,A4 Sheets,Paper,7,180,250,1750,1260,490,28.000000000000004,Student,Cash
ORD1849,2026-03-13,Calculator,Office,8,180,300,2400,1440,960,40.0,Individual,Cash
ORD1659,2026-03-13,Drawing Book,School,6,30,50,300,180,120,40.0,Individual,Cash
ORD0165,2026-03-13,File,Office,7,18,35,245,126,119,48.57142857142857,Individual,Cash
ORD1515,2026-03-14,Drawing Book,School,8,30,50,400,240,160,40.0,Student,Cash
ORD1194,2026-03-14,Drawing Book,School,7,30,50,350,210,140,40.0,Business,Card
ORD1184,2026-03-14,Gel Pen,Writing,7,10,20,140,70,70,50.0,Student,Card
ORD0745,2026-03-14,Calculator,Office,4,180,300,1200,720,480,40.0,Business,UPI
ORD0067,2026-03-14,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Individual,UPI
ORD1199,2026-03-14,Pencil,Writing,3,4,8,24,12,12,50.0,Business,Card
ORD1604,2026-03-14,Highlighter,Writing,3,20,35,105,60,45,42.857142857142854,Individual,Cash
ORD1920,2026-03-14,Calculator,Office,7,180,300,2100,1260,840,40.0,Individual,UPI
ORD0601,2026-03-15,Marker,Writing,3,20,35,105,60,45,42.857142857142854,Student,Card
ORD0110,2026-03-15,Pencil,Writing,3,4,8,24,12,12,50.0,Business,Card
ORD1680,2026-03-15,Scissors,Office,9,25,45,405,225,180,44.44444444444444,Business,UPI
ORD1977,2026-03-15,Notebook,Paper,8,35,60,480,280,200,41.66666666666667,Individual,Card
ORD1817,2026-03-15,Eraser,School,1,3,7,7,3,4,57.14285714285714,Individual,UPI
ORD1704,2026-03-15,Stapler,Office,8,45,75,600,360,240,40.0,Individual,Cash
ORD1523,2026-03-15,Marker,Writing,8,20,35,280,160,120,42.857142857142854,Student,UPI
ORD0095,2026-03-15,File,Office,4,18,35,140,72,68,48.57142857142857,Individual,UPI
